uniprot_accession,gene,kp_ess_in_vitro_call,kp_ess_in_vitro_score,kp_ess_urine_call,kp_ess_urine_score,kp_ess_serum_call,kp_ess_serum_score,kp_ess_in_vivo_call,kp_ess_in_vivo_score,kp_ess_vulnerability_call,kp_ess_sources,ec_transfer_essential,ec_transfer_via,ec_transfer_pident,n_ecoli_orthologs,entero_pct_essential,bacteria_pct_essential,proteomelm_ess_score,proteomelm_ess_essential,proteomelm_ess_status,geptop_score,geptop_essential,geptop_status,fba_essential,fba_growth_ratio,mapped_model_gene,fba_mapping_pident,fba_status,deeplyessential_score,deeplyessential_essential,deeplyessential_status,crispri_ce_library,kpnih1_essential,crispri_invivo_hit,ecoli_keio_essential,ecoli_goodall_essential,ecoli_crispri_rousset18_log2fc,ecoli_crispri_rousset18_essential,ecoli_crispri_wang18_fitness,ecoli_crispri_wang18_essential,ecoli_crispri_multistrain_frac,ecoli_vulnerability_hawkins,ecoli_rbtnseq_min_fitness,n_ecoli_screens_essential,ecoli_experimental_essential,ecoli_vulnerability_score,evidence_experimental,evidence_transfer,evidence_predictor,essentiality_score,experimentally_essential,essentiality_tier,evidence_sources,selectivity
P0DSG7,yhgP,,,,,,,,,,,False,b4789,,1,,,0.0002,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.000125,0.0001,False,non_essential,,narrow_selective
P0DSG8,yhiY,,,,,,,,,,,False,b4790,,1,,,0.0004,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.00025,0.0002,False,non_essential,,narrow_selective
P0DSG9,yriA,,,,,,,,,,,False,b4791,,1,,,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.0,0.0,False,non_essential,,narrow_selective
P0DSH0,yriB,,,,,,,,,,,False,b4792,,1,,,0.0009,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.0005625,0.0006,False,non_essential,,narrow_selective
P0DSH1,ysaE,,,,,,,,,,,False,b4793,,1,,,0.0004,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.00025,0.0002,False,non_essential,,narrow_selective
P0DSH4,yibY,,,,,,,,,,,False,b4796,,1,,,0.0003,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.00018749999999999998,0.0002,False,non_essential,,narrow_selective
P0DSH5,yicU,,,,,,,,,,,False,b4797,,1,,,0.0952,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.059500000000000004,0.0595,False,non_essential,,narrow_selective
P0DSH6,ysdE,,,,,,,,,,,False,b4798,,1,,,0.0031,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.0019374999999999998,0.0019,False,non_essential,,narrow_selective
P0DSH7,ysgD,,,,,,,,,,,False,b4799,,1,,,0.0006,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.00037499999999999995,0.0004,False,non_essential,,narrow_selective
P0DSH8,ytgA,,,,,,,,,,,False,b4800,,1,,,0.0055,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.0034374999999999996,0.0034,False,non_essential,,narrow_selective
P0DSH9,ykiE,,,,,,,,,,,False,b4801,,1,,,0.0003,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.00018749999999999998,0.0002,False,non_essential,,narrow_selective
P0DSI0,ythB,,,,,,,,,,,False,b4802,,1,,,0.0004,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.00025,0.0002,False,non_essential,,narrow_selective
P0DUW0,ykfO,,,,,,,,,,,False,b4815,,1,,,0.1823,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.11393749999999998,0.1139,False,non_essential,,narrow_selective
P0DUW1,ymgN,,,,,,,,,,,False,b4816,,1,,,0.0079,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.0049375,0.0049,False,non_essential,,narrow_selective
P0DUW2,ynhH,,,,,,,,,,,False,b4817,,1,,,0.0576,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.036,0.036,False,non_essential,,narrow_selective
P0DUW3,yoeJ,,,,,,,,,,,False,b4818,,1,,,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.0,0.0,False,non_essential,,narrow_selective
P0DUW4,ypeD,,,,,,,,,,,False,b4819,,1,,,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.0,0.0,False,non_essential,,narrow_selective
P0DV19,yrfJ,,,,,,,,,,,False,b4820,,1,,,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.0,0.0,False,non_essential,,narrow_selective
P0DV20,ytcB,,,,,,,,,,,False,b4821,,1,,,0.286,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.17874999999999996,0.1787,False,non_essential,,narrow_selective
P0DV21,ytgB,,,,,,,,,,,False,b4822,,1,,,0.0006,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.00037499999999999995,0.0004,False,non_essential,,narrow_selective
P0DV22,ytiE,,,,,,,,,,,False,b4823,,1,,,0.0022,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.001375,0.0014,False,non_essential,,narrow_selective
P0DV23,ytjE,,,,,,,,,,,False,b4824,,1,,,0.0524,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.03275,0.0328,False,non_essential,,narrow_selective
P11289,yfiL,,,,,,,,,,,False,b2602,100.0,1,0.0,0.027,0.0064,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.174216618486963,False,-0.0773788013515,False,0.0,,-2.453,0,False,0.029,0.029,0.0,0.004,0.0132,False,non_essential,,narrow_selective
P11864,yhaC,,,,,,,,,,,False,b3121,100.0,1,0.071,0.0139999999999999,0.0021,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.170840309336771,False,0.0237583204997,False,,,-4.667,0,False,0.0285,0.0285,0.071,0.0013124999999999999,0.0261,False,non_essential,,narrow_selective
P11865,yhaB,,,,,,,,,,,False,b3120,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.0371202365662299,False,0.151138799785,False,,,-3.705,0,False,0.0062,0.0062,0.0,6.25e-05,0.0025,False,non_essential,,narrow_selective
P15033,racC,,,,,,,,,,,False,b1351,100.0,1,0.0,0.0,0.0012,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.919824299764406,False,0.311185096254,False,,,-5.094,0,False,0.1533,0.1533,0.0,0.0007499999999999999,0.0616,False,non_essential,,narrow_selective
P17994,yfaA,,,,,,,,,,,False,b2230,100.0,1,0.0,0.0,0.0006,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.372974261443992,False,-1.65990196617,False,0.0,,-3.597,0,False,0.166,0.166,0.0,0.00037499999999999995,0.0666,False,non_essential,,narrow_selective
P19768,insJ,,,,,,,,,,,False,b3557,100.0,1,0.0,0.0139999999999999,0.023,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,-0.069648741718,False,,,-4.395,0,False,0.007,0.007,0.0,0.014374999999999999,0.0086,False,non_essential,,broad_selective
P20343,cysX,,,,,,,,,,,False,b4847,,1,,,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,,0.0,0.0,False,non_essential,,narrow_selective
P21363,yciE,,,,,,,,,,,False,b1257,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.406852058067796,False,0.449922666687,False,,,-4.364,0,False,0.0678,0.0678,0.0,0.0,0.0271,False,non_essential,,broad_selective
P21418,ydfC,,,,,,,,,,,False,b1573,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,-0.189713570605,False,,,-4.831,0,False,0.019,0.019,0.0,0.0,0.0076,False,non_essential,,narrow_selective
P23305,yigA,,,,,,,,,,,False,b3810,100.0,1,0.0,0.0409999999999999,0.0006,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.479955783183088,False,-0.827216829231,False,0.0,,-3.927,0,False,0.0827,0.0827,0.0,0.00037499999999999995,0.0332,False,non_essential,,broad_selective
P24238,yebB,,,,,,,,,,,False,b1862,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.88383948340836,False,0.312157450337,False,0.0,,-3.816,0,False,0.1473,0.1473,0.0,0.0,0.0589,False,non_essential,,narrow_selective
P24252,ybgA,,,,,,,,,,,False,b0707,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.334146363543662,False,-0.246133605752,False,,,-5.508,0,False,0.0557,0.0557,0.0,0.0,0.0223,False,non_essential,,broad_selective
P25666,htrL,,,,,,,,,,,False,b3618,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.342270690496813,False,-0.0970110575725,False,,,-2.258,0,False,0.057,0.057,0.0,6.25e-05,0.0228,False,non_essential,,narrow_selective
P25728,ygbA,,,,,,,,,,,False,b2732,100.0,1,0.0,0.0,0.0059,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.270339990363747,False,0.444304969217,False,0.0,,-6.546,0,False,0.0451,0.0451,0.0,0.0036875,0.0195,False,non_essential,,broad_selective
P25907,ydbD,,,,,,,,,,,False,b1407,100.0,1,0.0,0.0,0.309,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.512351026707621,False,-0.20308817499,False,,,-2.148,0,False,0.0854,0.0854,0.0,0.193125,0.1114,False,non_essential,,narrow_selective
P27238,yfeD,,,,,,,,,,,False,b2399,100.0,1,0.0,0.0409999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.395978087726149,False,-0.0690118053892,False,0.0,,-2.95,0,False,0.066,0.066,0.0,0.0,0.0264,False,non_essential,,broad_selective
P27840,yigE,,,,,,,,,,,False,b4482,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.0670019895204846,False,0.468161369225,False,0.0,,-4.583,0,False,0.0112,0.0112,0.0,0.0,0.0045,False,non_essential,,broad_selective
P27842,yigF,,,,,,,,,,,False,b3817,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.0662628187047031,False,-0.170109559913,False,,,-2.688,0,False,0.017,0.017,0.0,0.0,0.0068,False,non_essential,,narrow_selective
P28696,yaaI,,,,,,,,,,,False,b0013,100.0,1,0.0,0.0,0.0027,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.21366235078374,False,-0.0483747421019,False,0.0,,-4.165,0,False,0.0356,0.0356,0.0,0.0016875,0.0149,False,non_essential,,broad_selective
P28911,yhhH,,,,,,,,,,,False,b3483,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,0.0744679770125,False,,,-4.719,0,False,0.0,0.0,0.0,0.0,0.0,False,non_essential,,narrow_selective
P28915,ybfC,,,,,,,,,,,False,b0704,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.461061624678932,False,-0.162832860402,False,,,,0,False,0.0768,0.0768,0.0,0.0,0.0307,False,non_essential,,narrow_selective
P29009,ydfB,,,,,,,,,,,True,b1572,100.0,1,0.071,0.0139999999999999,0.9256,True,ok (head cv_auroc=0.809),0.0653,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,-0.234022039319,False,,,-6.43,0,False,0.0234,0.0234,1.0,0.6029874999999999,0.4506,True,essential,Ecoli;ProteomeLM,narrow_selective
P29010,ydfD,,,,,,,,,,,False,b1576,100.0,1,0.0,0.0,0.004,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.378678314109359,False,-0.499496020165,False,,,-5.468,0,False,0.0631,0.0631,0.0,0.0025,0.0262,False,non_essential,,narrow_selective
P29013,ycgB,,,,,,,,,,,False,b1188,100.0,1,0.0,0.027,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.353507991079682,False,0.219470668146,False,0.0,,-4.437,0,False,0.0589,0.0589,0.0,6.25e-05,0.0236,False,non_essential,,broad_selective
P30866,yafE,,,,,,,,,,,False,b0210,100.0,1,0.0,0.054,0.0004,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.408158783234988,False,-0.094079074236,False,0.0,,-5.16,0,False,0.068,0.068,0.0,0.00025,0.0273,False,non_essential,,broad_human_homolog
P31062,nohD,,,,,,,,,,,False,b0560,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,-7.603,0,False,,,0.0,0.0,0.0,False,non_essential,,narrow_selective
P31121,marB,,,,,,,,,,,False,b1532,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.312277723755569,False,-0.359314198596,False,0.0,,,0,False,0.052,0.052,0.0,0.0,0.0208,False,non_essential,,broad_selective
P31443,yidF,,,,,,,,,,,False,b3674,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.257751807001693,False,-0.227590831395,False,0.0,,-2.799,0,False,0.043,0.043,0.0,0.0,0.0172,False,non_essential,,broad_selective
P31455,yidR,,,,,,,,,,,False,b3689,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.286432155579941,False,0.0652149414116,False,0.0,,-2.837,0,False,0.0477,0.0477,0.0,0.0,0.0191,False,non_essential,,broad_selective
P31991,ydcD,,,,,,,,,,,False,b1457,100.0,1,0.071,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,True,,False,0.296645748243,False,,,,1,True,0.0,1.0,0.071,0.0,0.4142,True,essential,Goodall,narrow_selective
P32106,yibG,,,,,,,,,,,False,b3596,100.0,1,0.071,0.0139999999999999,0.0003,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,0.129399185071553,False,0.0905042004504,False,,,,0,False,0.0,0.0,0.071,0.00018749999999999998,0.0143,False,non_essential,,narrow_selective
P32108,yibI,,,,,,,,,,,False,b3598,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.0743544744570966,False,-0.23062882633,False,0.0,,-5.298,0,False,0.0231,0.0231,0.0,0.0,0.0092,False,non_essential,,narrow_selective
P32109,yibJ,,,,,,,,,,,False,b3595,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,-2.245,0,False,,,0.0,0.0,0.0,False,non_essential,,broad_selective
P32128,yihF,,,,,,,,,,,False,b3861,100.0,1,0.0,0.0,0.0048,False,ok (head cv_auroc=0.809),0.0584,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.224553021426067,False,0.142627904561,False,0.0,,-3.056,0,False,0.0374,0.0374,0.0,0.0249,0.0249,False,non_essential,,broad_selective
P32134,yihM,,,,,,,,,,,False,b3873,100.0,1,0.0,0.0,0.0031,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.680541773352125,False,0.324963782372,False,,,-2.872,0,False,0.1134,0.1134,0.0,0.0019374999999999998,0.0461,False,non_essential,,narrow_selective
P32151,yiiG,,,,,,,,,,,False,b3896,100.0,1,0.0,0.0,0.1015,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.521037207032398,False,0.216095036636,False,,,-2.743,0,False,0.0868,0.0868,0.0,0.0634375,0.0601,False,non_essential,,narrow_selective
P32160,yiiQ,,,,,,,,,,,False,b3920,100.0,1,0.0,0.0409999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.419095528169617,False,-0.221454225642,False,0.0,,-4.086,0,False,0.0698,0.0698,0.0,0.0,0.0279,False,non_essential,,broad_selective
P32162,yiiS,,,,,,,,,,,False,b3922,100.0,1,0.0,0.0,0.001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.276182787157648,False,-0.267459122662,False,0.0,,-1.832,0,False,0.046,0.046,0.0,0.000625,0.0186,False,non_essential,,broad_selective
P32167,yiiX,,,,,,,,,,,False,b3937,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.573524307947621,False,-0.142291461778,False,0.0,,-3.102,0,False,0.0956,0.0956,0.0,0.0,0.0382,False,non_essential,,narrow_selective
P32668,yijF,,,,,,,,,,,False,b3944,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.224656616477122,False,0.220535362154,False,0.0,,-4.075,0,False,0.0374,0.0374,0.0,0.0,0.015,False,non_essential,,narrow_selective
P32680,yjaG,,,,,,,,,,,False,b3999,100.0,1,0.0,0.0409999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-1.12558784347481,False,-0.527173148175,False,0.0,,-4.212,0,False,0.1876,0.1876,0.0,0.0,0.075,False,non_essential,,broad_selective
P32681,yjaH,,,,,,,,,,,False,b4001,100.0,1,0.0,0.027,0.0025,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.340853034331895,False,-0.0860831875699,False,0.0,,-5.701,0,False,0.0568,0.0568,0.0,0.0015624999999999999,0.0233,False,non_essential,,broad_selective
P32685,yjbD,,,,,,,,,,,False,b4023,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.199973548030566,False,-0.0304625328761,False,0.0,,-4.542,0,False,0.0333,0.0333,0.0,0.0,0.0133,False,non_essential,,broad_selective
P32688,yjbG,,,,,,,,,,,False,b4028,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.238754320271705,False,-0.127306911576,False,0.0,,-6.075,0,False,0.0398,0.0398,0.0,6.25e-05,0.0159,False,non_essential,,narrow_selective
P32690,yjbI,,,,,,,,,,,False,b4038,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.303351137139729,False,,False,,,,0,False,0.0506,0.0506,0.0,0.0,0.0202,False,non_essential,,narrow_selective
P32693,yjbL,,,,,,,,,,,False,b4047,100.0,1,0.071,0.0139999999999999,0.0049,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,0.240519182827,False,,,,0,False,0.0,0.0,0.071,0.0030624999999999997,0.0154,False,non_essential,,narrow_selective
P32694,yjbM,,,,,,,,,,,False,b4048,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.125727039577139,False,-0.504483566614,False,,,-4.204,0,False,0.0504,0.0504,0.0,0.0,0.0202,False,non_essential,,narrow_selective
P32700,yjcB,,,,,,,,,,,False,b4060,100.0,1,0.0,0.027,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,0.0550855228616,False,0.0,,-5.17,0,False,0.0,0.0,0.0,6.25e-05,0.0,False,non_essential,,broad_selective
P32704,yjcF,,,,,,,,,,,False,b4066,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.246989997511649,False,-0.137395026818,False,,,-5.523,0,False,0.0412,0.0412,0.0,6.25e-05,0.0165,False,non_essential,,narrow_selective
P33227,stfE,,,,,,,,,,,False,b1157,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-1.93758201705625,False,,False,,,-3.328,0,False,0.3229,0.3229,0.0,0.0,0.1292,False,non_essential,,broad_selective
P33344,yehE,,,,,,,,,,,False,b2112,100.0,1,0.0,0.0,0.1291,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.22775720189513,False,-0.0955522742868,False,,,-2.227,0,False,0.038,0.038,0.0,0.0806875,0.0475,False,non_essential,,narrow_selective
P33346,yehI,,,,,,,,,,,False,b2118,100.0,1,0.0,0.0,0.0006,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.419231768047908,False,-0.126727664408,False,,,-2.77,0,False,0.0699,0.0699,0.0,0.00037499999999999995,0.0281,False,non_essential,,narrow_selective
P33347,yehK,,,,,,,,,,,False,b4541,100.0,1,0.0,0.0,0.0004,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.632075298583055,False,-0.126940449524,False,,,-2.938,0,False,0.1053,0.1053,0.0,0.00025,0.0422,False,non_essential,,narrow_selective
P33352,yehP,,,,,,,,,,,False,b2121,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.198920699947487,False,-0.102708512882,False,0.0,,-4.927,0,False,0.0332,0.0332,0.0,0.0,0.0133,False,non_essential,,narrow_selective
P33355,yehS,,,,,,,,,,,False,b2124,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.222547811049481,False,-0.0932735492854,False,0.0,,-4.83,0,False,0.0371,0.0371,0.0,6.25e-05,0.0149,False,non_essential,,broad_selective
P33668,ybbC,,,,,,,,,,,False,b0498,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,0.182837889233,False,,,,0,False,0.0,0.0,0.0,0.0,0.0,False,non_essential,,narrow_selective
P33669,ybbD,,,,,,,,,,,False,b0501,100.0,1,0.0,0.0,0.0073,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,,0,False,,,0.0,0.0045625,0.003,False,non_essential,,narrow_selective
P36661,yccE,,,,,,,,,,,False,b1001,100.0,1,0.0,0.0,0.0056,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.796207312154181,False,-0.0624001100868,False,,,-4.507,0,False,0.1327,0.1327,0.0,0.0034999999999999996,0.0545,False,non_essential,,narrow_selective
P36677,yhdN,,,,,,,,,,,False,b3293,100.0,1,0.0,0.0409999999999999,0.0002,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-1.02765053333002,False,0.198209259909,False,0.0,,-4.725,0,False,0.1713,0.1713,0.0,0.000125,0.0686,False,non_essential,,broad_human_homolog
P36682,yacH,,,,,,,,,,,False,b0117,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.355298968481453,False,0.237481162116,False,0.0,,-3.211,0,False,0.0592,0.0592,0.0,0.0,0.0237,False,non_essential,,broad_selective
P37003,ybfG,,,,,,,,,,,False,b0691,100.0,1,0.0,0.0,0.024,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,-2.018,0,False,,,0.0,0.015,0.01,False,non_essential,,narrow_selective
P37052,ychJ,,,,,,,,,,,False,b1233,100.0,1,0.0,0.0409999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.679827101758739,False,-0.295762661423,False,0.0,,-5.552,0,False,0.1133,0.1133,0.0,0.0,0.0453,False,non_essential,,broad_selective
